WP	WO	TC	sequence	scope	est-min
GFR/H-20 REDELIVERY	5282706		1	LM1	0.200000
GFR/H-20 REDELIVERY	5345599		1	LM1	0.200000
GFS/H-21/K+2K+4K+C+ADD WORKS	5570459		1	SHM	8.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5570514		1	MECH-ENG	3.000000
GFS/H-21/K+2K+4K+C+ADD WORKS		243185-RAI-10020-1-000-F	2	AVIO	0.200000
GFS/H-21/K+2K+4K+C+ADD WORKS		243185-RAI-10020-1-000-F	3	AVIO	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		243185-RAI-10020-1-000-U	2	AVIO	0.200000
GFS/H-21/K+2K+4K+C+ADD WORKS		243185-RAI-10020-1-000-U	3	AVIO	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		243185-RAI-10010-1-000-F	2	AVIO	0.200000
GFS/H-21/K+2K+4K+C+ADD WORKS		243185-RAI-10010-1-000-F	3	AVIO	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS	5570557		1	MECH-EXT	4.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5421957		2	MECH	28.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5421957		3	SHM	200.000000
GFS/H-21/K+2K+4K+C+ADD WORKS		571407-DVI-10000-1	2	MECH-EXT	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		571407-DVI-10000-1	3	MECH-EXT	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		ZL-133-GVI-10000-1-000	2	MECH-LDG	1.500000
GFS/H-21/K+2K+4K+C+ADD WORKS		ZL-121-GVI-10010-2-000	2	AVIO	0.500000
GFS/H-21/K+2K+4K+C+ADD WORKS		ZL-121-GVI-10010-2-000	3	AVIO	0.500000
GFS/H-21/K+2K+4K+C+ADD WORKS		ZL-141-GVI-10000-3-000	2	AVIO	0.050000
GFS/H-21/K+2K+4K+C+ADD WORKS		ZL-141-GVI-10000-3-000	3	AVIO	0.050000
GFS/H-21/K+2K+4K+C+ADD WORKS		531157-DVI-10000-1-000	2	MECH-INT	3.600000
GFS/H-21/K+2K+4K+C+ADD WORKS		536153-GVI-10000-1-000	2	MECH-INT	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		ZL-211-GVI-10020-1-000	2	MECH-INT	0.200000
GFS/H-21/K+2K+4K+C+ADD WORKS		ZL-211-GVI-10020-1-000	3	AVIO	0.200000
GFS/H-21/K+2K+4K+C+ADD WORKS		ZL-211-GVI-10020-1-000	3	MECH-INT	0.000000
GFS/H-21/K+2K+4K+C+ADD WORKS		ZL-221-GVI-10010-2-000	2	AVIO	0.300000
GFS/H-21/K+2K+4K+C+ADD WORKS		535703-DVI-10000-1-000	2	MECH-LDG	1.000000
GFS/H-21/K+2K+4K+C+ADD WORKS		342811-ADJ-10000-1-000	2	AVIO	2.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5352062		1	MECH	24.000000
GFS/H-21/K+2K+4K+C+ADD WORKS		ZL-642-GVI-10000-1-000	2	MECH-EXT	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		ZL-542-GVI-10000-1-000	2	MECH-EXT	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		ZL-255-GVI-10000-1-000	2	MECH-INT	0.200000
GFS/H-21/K+2K+4K+C+ADD WORKS		576107-DVI-10000-1-000	2	MECH-EXT	0.200000
GFS/H-21/K+2K+4K+C+ADD WORKS		ZL-644-GVI-10010-1-000	2	MECH-EXT	0.200000
GFS/H-21/K+2K+4K+C+ADD WORKS		ZL-544-GVI-10010-1-000	2	MECH-EXT	0.200000
GFS/H-21/K+2K+4K+C+ADD WORKS		081200-CSA-10000-1-000	2	MECH-LDG	12.000000
GFS/H-21/K+2K+4K+C+ADD WORKS		792665-CHK-10000-1-000	2	MECH-ENG	0.300000
GFS/H-21/K+2K+4K+C+ADD WORKS		792665-CHK-10000-1-000	3	MECH-ENG	0.300000
GFS/H-21/K+2K+4K+C+ADD WORKS		351200-OPT-10020-1-000	1	AVIO	0.200000
GFS/H-21/K+2K+4K+C+ADD WORKS		ZL-130-GVI-10000-1-000	2	SHM	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		ZL-190-GVI-10000-1-000	2	MECH-LDG	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		308200-OPT-10000-1-000	2	AVIO	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		262172-OPT-10000-1-000	1	AVIO	2.000000
GFS/H-21/K+2K+4K+C+ADD WORKS		320000-CSA-00004-1-730_N	2	MECH-LDG	0.150000
GFS/H-21/K+2K+4K+C+ADD WORKS		320000-CSA-00004-1-730_N	3	MECH-LDG	0.150000
GFS/H-21/K+2K+4K+C+ADD WORKS		ZL-700-GVI-10000-1-000	2	MECH-LDG	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		541201-DVI-10000-1-000	2	MECH-ENG	0.400000
GFS/H-21/K+2K+4K+C+ADD WORKS		541201-DVI-10000-1-000	3	MECH	0.400000
GFS/H-21/K+2K+4K+C+ADD WORKS		792261-CHK-10000-1-000	2	MECH-ENG	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		792261-CHK-10000-1-000	3	MECH-ENG	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567023		1	MECH-EXT	1.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567025		1	MECH-EXT	1.000000
GFS/H-21/K+2K+4K+C+ADD WORKS		ZL-644-GVI-10000-1-000	2	MECH-EXT	0.200000
GFS/H-21/K+2K+4K+C+ADD WORKS		ZL-544-GVI-10000-1-000	2	MECH-EXT	0.200000
GFS/H-21/K+2K+4K+C+ADD WORKS		550000-DVI-10000-1-000	2	MECH-EXT	1.000000
GFS/H-21/K+2K+4K+C+ADD WORKS		550000-SDI-10000-1-324	2	SHM	2.000000
GFS/H-21/K+2K+4K+C+ADD WORKS		531134-GVI-10000-1-000	2	MECH-INT	0.200000
GFS/H-21/K+2K+4K+C+ADD WORKS		ZL-295-GVI-11000-1-000	2	MECH-INT	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		ZL-295-GVI-11000-1-000	3	MECH-INT	0.000000
GFS/H-21/K+2K+4K+C+ADD WORKS		ZL-295-GVI-11000-1-000	3	AVIO	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		ZL-233-GVI-10000-1-000	2	MECH-INT	0.250000
GFS/H-21/K+2K+4K+C+ADD WORKS		ZL-233-GVI-10000-1-000	3	AVIO	0.250000
GFS/H-21/K+2K+4K+C+ADD WORKS		535151-SDI-10000-1-000	2	SHM	0.200000
GFS/H-21/K+2K+4K+C+ADD WORKS		ZL-110-GVI-10000-1-000	2	SHM	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		ZL-111-GVI-10000-1-000	2	MECH-ENG	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		ZL-115-GVI-10000-1-000	2	MECH-LDG	0.200000
GFS/H-21/K+2K+4K+C+ADD WORKS		301100-OPT-10000-1-000	2	MECH-EXT	1.200000
GFS/H-21/K+2K+4K+C+ADD WORKS		ZL-120-GVI-10000-1-000	2	SHM	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		ZL-140-GVI-10000-1-000	2	SHM	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		302100-OPT-10000-1-000	2	MECH-ENG	2.000000
GFS/H-21/K+2K+4K+C+ADD WORKS		ZL-191-GVI-10000-1-000	2	MECH-INT	0.200000
GFS/H-21/K+2K+4K+C+ADD WORKS		122225-LUB-10000-2-000	2	MECH-INT	0.000000
GFS/H-21/K+2K+4K+C+ADD WORKS		ZL-220-GVI-10010-2-000	2	SHM	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		ZL-230-GVI-10010-1-000	2	SHM	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		351200-DVI-10000-1-000	1	AVIO	0.200000
GFS/H-21/K+2K+4K+C+ADD WORKS		ZL-260-GVI-10010-1-000	2	SHM	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		242100-OPT-10000-1-000	2	AVIO	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		242284-OPT-10000-1-000	2	AVIO	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		243281-OPT-10000-1-000	2	AVIO	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		ZL-300-GVI-10000-1-000	2	MECH-EXT	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		335000-OPT-10000-1-000	2	AVIO	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		314800-RDG-10000-1-000	2	AVIO	0.200000
GFS/H-21/K+2K+4K+C+ADD WORKS		ZL-223-GVI-10040-1-000	2	MECH-INT	0.200000
GFS/H-21/K+2K+4K+C+ADD WORKS		ZL-200-GVI-10000-1-000	2	SHM	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		324255-CHK-10000-1-000	2	MECH-LDG	0.200000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567026		1	MECH-LDG	3.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567026		2	MECH-LDG	1.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567026		3	MECH-LDG	2.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567026		4	MECH-LDG	1.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567026		5	MECH-LDG	1.000000
GFS/H-21/K+2K+4K+C+ADD WORKS		571410-DVI-10000-1-000	2	MECH-EXT	0.600000
GFS/H-21/K+2K+4K+C+ADD WORKS		536113-DVI-10000-2-000	2	MECH-INT	0.400000
GFS/H-21/K+2K+4K+C+ADD WORKS		533124-DVI-10000-3-000	2	SHM	0.200000
GFS/H-21/K+2K+4K+C+ADD WORKS		533124-DVI-10000-3-000	3	SHM	0.200000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567027		1	MECH-EXT	3.500000
GFS/H-21/K+2K+4K+C+ADD WORKS		522202-GVI-10000-1-000	2	MECH-INT	0.083333
GFS/H-21/K+2K+4K+C+ADD WORKS	5565124		1	MECH-ENG	6.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5565124		1	MECH	1.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5565126		1	MECH-ENG	6.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5565126		1	MECH	1.000000
GFS/H-21/K+2K+4K+C+ADD WORKS		793400-OPT-10000-1-000	2	MECH-ENG	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		221600-FUT-10000-1-000	2	AVIO	0.150000
GFS/H-21/K+2K+4K+C+ADD WORKS		303100-OPT-10000-1-000	2	AVIO	0.200000
GFS/H-21/K+2K+4K+C+ADD WORKS		323113-CHK-10010-1-000	2	MECH-EXT	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		717160-CLN-10000-1-000	2	MECH-ENG	0.083333
GFS/H-21/K+2K+4K+C+ADD WORKS		717160-CLN-10000-1-000	2	MECH-ENG	1.000000
GFS/H-21/K+2K+4K+C+ADD WORKS		717160-CLN-10000-1-000	3	MECH-ENG	1.000000
GFS/H-21/K+2K+4K+C+ADD WORKS		717160-CLN-10000-1-000	3	MECH-ENG	0.083333
GFS/H-21/K+2K+4K+C+ADD WORKS		243100-OPT-10020-1-000	2	AVIO	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		282100-OPT-10000-1-000	2	MECH-ENG	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		344200-OPT-10000-1-000	2	AVIO	0.200000
GFS/H-21/K+2K+4K+C+ADD WORKS		344800-FUT-10000-2-000	2	AVIO	4.000000
GFS/H-21/K+2K+4K+C+ADD WORKS		345800-OPT-10000-1-000	2	AVIO	1.000000
GFS/H-21/K+2K+4K+C+ADD WORKS		261500-OPT-11010-1-000	1	AVIO	0.200000
GFS/H-21/K+2K+4K+C+ADD WORKS	7123163		1	LAK	2.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	7123163		2	KOM	2.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	7123164		1	LAK	2.000000
GFS/H-21/K+2K+4K+C+ADD WORKS		615100-OPT-10050-1-000	2	AVIO	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		615100-OPT-10050-1-000	3	MECH	0.016666
GFS/H-21/K+2K+4K+C+ADD WORKS		615162-OPT-10000-1-000	2	MECH-ENG	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		612200-OPT-10020-1-000	2	AVIO	1.000000
GFS/H-21/K+2K+4K+C+ADD WORKS		284272-OPT-10000-1-000	2	MECH-EXT	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		ZL-500-GVI-10000-1-000	2	MECH-EXT	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		323351-CHK-10000-1-000	2	MECH-LDG	0.200000
GFS/H-21/K+2K+4K+C+ADD WORKS		ZL-100-GVI-10000-1-000	2	SHM	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		612163-CHK-10000-1-000	2	AVIO	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		ZL-600-GVI-10000-1-000	2	MECH-EXT	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		122111-CSA-10030-1-000_N	2	MECH-EXT	0.033333
GFS/H-21/K+2K+4K+C+ADD WORKS		122111-CSA-10030-1-000_N	2	MTL	0.133333
GFS/H-21/K+2K+4K+C+ADD WORKS		120000-CSA-00001-1-844_N	2	MECH-INT	0.200000
GFS/H-21/K+2K+4K+C+ADD WORKS		122111-CSA-10000-0-000_N	2	MECH-EXT	0.483333
GFS/H-21/K+2K+4K+C+ADD WORKS		122111-CSA-10000-0-000_N	2	MECH-EXT	0.016666
GFS/H-21/K+2K+4K+C+ADD WORKS		122111-CSA-10000-0-000_N	2	MTL	0.500000
GFS/H-21/K+2K+4K+C+ADD WORKS		120000-CSA-10040-1-000_N	2	MECH-INT	0.083333
GFS/H-21/K+2K+4K+C+ADD WORKS		120000-CSA-00001-1-832_N	2	MECH-INT	0.266666
GFS/H-21/K+2K+4K+C+ADD WORKS		122000-CSA-10010-1-210_N	1	AVIO	0.333333
GFS/H-21/K+2K+4K+C+ADD WORKS		250000-CSA-10030-1-000_N	1	MECH-INT	0.500000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567028		1	MECH-ENG	4.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567031		1	MECH-EXT	0.500000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567038		1	MECH-EXT	3.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567041		1	MECH-ENG	1.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567043		1	MECH-INT	28.000000
GFS/H-21/K+2K+4K+C+ADD WORKS		244183-OPT-10000-1-000	2	AVIO	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		221300-OPT-10010-1-000	2	AVIO	0.200000
GFS/H-21/K+2K+4K+C+ADD WORKS		262300-FUT-10000-1-000	1	MECH-INT	0.800000
GFS/H-21/K+2K+4K+C+ADD WORKS		122252-LUB-10040-1-000	2	MECH-INT	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		282000-CHK-10010-1-000	2	MECH-EXT	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		281000-CHK-10000-1-000	2	MECH-EXT	0.200000
GFS/H-21/K+2K+4K+C+ADD WORKS		304200-OPT-10010-1-000	2	AVIO	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		261261-DVI-10000-1-000	1	AVIO	0.400000
GFS/H-21/K+2K+4K+C+ADD WORKS		332500-CSA-10000-0-000_N	1	AVIO	2.500000
GFS/H-21/K+2K+4K+C+ADD WORKS		715000-CSA-10000-1-000	2	AVIO	0.333333
GFS/H-21/K+2K+4K+C+ADD WORKS		715000-CSA-10000-1-000	3	AVIO	0.333333
GFS/H-21/K+2K+4K+C+ADD WORKS		ZL-240-GVI-10010-1-000	2	SHM	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		351200-FUT-10000-1-000	1	AVIO	1.000000
GFS/H-21/K+2K+4K+C+ADD WORKS		200511-GVI-10000-1-000	2	AVIO	0.333333
GFS/H-21/K+2K+4K+C+ADD WORKS		792162-CHK-11000-1-000	2	MECH-ENG	0.200000
GFS/H-21/K+2K+4K+C+ADD WORKS		792162-CHK-11000-1-000	3	MECH-ENG	0.200000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567045		1	MECH-INT	28.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567046		1	MECH-EXT	1.500000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567046		2	MECH-EXT	0.500000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567047		1	MECH-EXT	5.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567047		2	MECH-EXT	2.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567051		1	MECH-EXT	1.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567053		1	MECH-EXT	2.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567055		1	MECH-EXT	1.500000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567061		1	SHM	8.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567065		1	MECH-EXT	6.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567067		1	AVIO	5.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567066		1	SHM	4.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567066		2	NDT	0.500000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567072		1	MECH-ENG	8.000000
GFS/H-21/K+2K+4K+C+ADD WORKS		ZL-290-GVI-10000-2-000	2	MECH-EXT	0.200000
GFS/H-21/K+2K+4K+C+ADD WORKS		ZL-250-GVI-10010-1-000	2	SHM	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		ZL-800-GVI-10000-1-000	2	SHM	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		282000-CHK-10020-1-000	2	MECH-INT	0.600000
GFS/H-21/K+2K+4K+C+ADD WORKS		256000-CSA-10040-0-200_N	1	AVIO	0.166666
GFS/H-21/K+2K+4K+C+ADD WORKS		256000-CSA-10040-0-200_N	2	AVIO	0.166666
GFS/H-21/K+2K+4K+C+ADD WORKS		256000-CSA-10040-0-200_N	3	AVIO	0.166666
GFS/H-21/K+2K+4K+C+ADD WORKS		256000-GVI-10020-1-000	1	MECH-INT	0.150000
GFS/H-21/K+2K+4K+C+ADD WORKS		120000-CSA-10030-1-000_N	1	MECH-INT	0.250000
GFS/H-21/K+2K+4K+C+ADD WORKS		ZL-630-GVI-10000-1-000	2	MECH-EXT	0.200000
GFS/H-21/K+2K+4K+C+ADD WORKS		ZL-530-GVI-10000-1-000	2	MECH-EXT	0.200000
GFS/H-21/K+2K+4K+C+ADD WORKS		300000-CSA-10000-1-000	2	MECH-EXT	0.066666
GFS/H-21/K+2K+4K+C+ADD WORKS		300000-CSA-10000-1-000	3	MECH-EXT	0.166666
GFS/H-21/K+2K+4K+C+ADD WORKS		300000-CSA-10000-1-000	4	MECH-EXT	0.050000
GFS/H-21/K+2K+4K+C+ADD WORKS		344300-OPT-10000-1-000	2	AVIO	0.200000
GFS/H-21/K+2K+4K+C+ADD WORKS		282000-OPT-10020-1-000	2	MECH-EXT	0.600000
GFS/H-21/K+2K+4K+C+ADD WORKS		122252-CLN-10020-1-000	2	MECH-INT	0.200000
GFS/H-21/K+2K+4K+C+ADD WORKS		122428-DRN-10000-1-000	2	MECH-EXT	0.200000
GFS/H-21/K+2K+4K+C+ADD WORKS		351200-CHK-10000-1-210_N	1	AVIO	0.083333
GFS/H-21/K+2K+4K+C+ADD WORKS		353100-CSA-10000-1-200	1	MECH-INT	0.200000
GFS/H-21/K+2K+4K+C+ADD WORKS		791164-CHK-11000-1-000	2	MECH-ENG	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		791164-CHK-11000-1-000	2	MECH-ENG	0.016666
GFS/H-21/K+2K+4K+C+ADD WORKS		791164-CHK-11000-1-000	3	MECH-ENG	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		791164-CHK-11000-1-000	3	MECH-ENG	0.016666
GFS/H-21/K+2K+4K+C+ADD WORKS		792262-CHK-10000-1-000	2	MECH-ENG	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		792262-CHK-10000-1-000	2	MECH-ENG	0.016666
GFS/H-21/K+2K+4K+C+ADD WORKS		792262-CHK-10000-1-000	3	MECH-ENG	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		792262-CHK-10000-1-000	3	MECH-ENG	0.016666
GFS/H-21/K+2K+4K+C+ADD WORKS		ZL-400-GVI-10000-1-000	2	MECH-ENG	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		575308-SDI-10000-2-000	2	SHM	1.000000
GFS/H-21/K+2K+4K+C+ADD WORKS		575208-SDI-10000-2-000	2	SHM	1.000000
GFS/H-21/K+2K+4K+C+ADD WORKS		361100-RAI-10010-1-000	1	MECH-ENG	0.500000
GFS/H-21/K+2K+4K+C+ADD WORKS		380000-CSA-10000-1-000-N	1	MECH-INT	1.000000
GFS/H-21/K+2K+4K+C+ADD WORKS		321100-CHK-10010-1-000	2	MECH-LDG	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		321100-CHK-10010-1-000	3	MECH-LDG	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		256200-CSA-10000-1-000_N	2	MECH-INT	0.150000
GFS/H-21/K+2K+4K+C+ADD WORKS		256200-CSA-10000-1-000_N	3	MECH-INT	0.150000
GFS/H-21/K+2K+4K+C+ADD WORKS		256200-CSA-10000-1-000_N	4	MECH-INT	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS		256200-CSA-10000-1-000_N	5	MECH-INT	0.100000
GFS/H-21/K+2K+4K+C+ADD WORKS	5258721		2	MECH-ENG	3.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5258721		3	MECH-ENG	1.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567089		1	MECH-EXT	0.500000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567085		1	MECH-LDG	1.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567085		2	MECH-LDG	1.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567085		3	MECH-LDG	1.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567085		4	MECH-LDG	1.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567085		5	MECH-LDG	0.500000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567093		1	MECH-EXT	0.500000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567091		1	MECH-EXT	2.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567094		1	SHM	15.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567094		2	NDT	0.500000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567094		3	MECH-INT	1.500000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567097		1	SHM	3.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567097		2	NDT	0.500000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567107		1	MECH-ENG	1.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567107		2	KLE	1.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567111		1	MECH-EXT	3.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567112		1	MECH-ENG	4.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567112		2	MECH-ENG	2.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567112		3	MECH-ENG	8.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567114		1	MECH-LDG	1.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567114		2	MECH-LDG	1.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567115		1	MECH-EXT	2.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567115		1	SHM	3.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567116		1	MECH-EXT	1.500000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567118		1	MECH-EXT	0.500000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567128		1	MECH-INT	6.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567128		2	MECH-INT	4.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567129		1	MECH-EXT	1.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567127		1	MECH-EXT	4.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567127		2	MECH-EXT	4.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567131		1	MECH-EXT	4.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567131		2	MECH-EXT	4.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567131		3	MECH-EXT	4.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567131		4	MECH-EXT	2.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567131		5	MECH-EXT	1.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567132		1	MECH-EXT	4.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567132		2	SHM	2.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567133		1	MECH-EXT	4.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567147		2	MECH-EXT	5.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567147		3	MECH-EXT	3.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567147		4	MECH-EXT	1.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567147		5	MECH-EXT	3.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567147		6	NDT	0.500000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567147		7	MECH-EXT	2.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567147		8	MECH-EXT	1.500000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567151		1	KLE	8.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567151		1	MECH-LDG	1.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567151		1	MECH-INT	0.016666
GFS/H-21/K+2K+4K+C+ADD WORKS	5567151		2	MECH-LDG	1.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567149		1	MECH-ENG	4.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567149		1	SHM	12.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567152		1	KLE	8.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567152		1	MECH-LDG	1.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567152		1	MECH-INT	0.016666
GFS/H-21/K+2K+4K+C+ADD WORKS	5567152		2	MECH-LDG	1.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567152		6	MECH-LDG	2.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567152		7	MECH-LDG	1.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567158		1	MECH-ENG	4.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567158		1	SHM	12.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567155		1	MECH-LDG	3.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567155		2	MECH-LDG	1.500000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567159		1	MECH-LDG	3.000000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567159		2	MECH-LDG	1.500000
GFS/H-21/K+2K+4K+C+ADD WORKS	5567161		1	LAK	1.000000
